행정시,가맹점명,전화번호,주소,데이터기준일자
서귀포시,로타리다방,064-762-5788,제주특별자치도 서귀포시 동문로 69,2022-03-31
서귀포시,동아리꼬치구이,064-762-5792,제주특별자치도 서귀포시 중정로91번길 58,2022-03-31
서귀포시,혼밥,064-762-5828,제주특별자치도 서귀포시 중앙로48번길 25,2022-03-31
서귀포시,용우동서귀포점,064-762-5844,제주특별자치도 서귀포시 이중섭로 4,2022-03-31
서귀포시,진보식당,064-762-5888,제주특별자치도 서귀포시 일주동로 8738,2022-03-31
서귀포시,북경오리화덕구이,064-762-5892,제주특별자치도 서귀포시 중앙로 65,2022-03-31
서귀포시,강정통닭,064-762-5918,제주특별자치도 서귀포시 중앙로42번길 26,2022-03-31
서귀포시,미르,064-762-5938,제주특별자치도 서귀포시 중앙로 138,2022-03-31
서귀포시,미르,064-762-5938,제주특별자치도 서귀포시 중앙로 138,2022-03-31
서귀포시,돈보따리,064-762-5945,제주특별자치도 서귀포시 태평로 509,2022-03-31
서귀포시,식도향,064-762-6056,제주특별자치도 서귀포시 칠십리로 99,2022-03-31
서귀포시,평화식당,064-762-6065,제주특별자치도 서귀포시 태평로439번길 26,2022-03-31
서귀포시,시민을위한갈비,064-762-6066,제주특별자치도 서귀포시 동홍로 10,2022-03-31
서귀포시,마실김밥,064-762-6075,제주특별자치도 서귀포시 홍중로 3,2022-03-31
서귀포시,엘마트제과,064-762-6162,제주특별자치도 서귀포시 중산간동로 8019,2022-03-31
서귀포시,주식회사엘마트,064-762-6162,제주특별자치도 서귀포시 중산간동로 8019,2022-03-31
서귀포시,서귀포고기국수,064-762-6168,제주특별자치도 서귀포시 소암로12번길 21,2022-03-31
서귀포시,흑돈버거,064-762-6205,제주특별자치도 서귀포시 동부로 24,2022-03-31
서귀포시,우정정육마트,064-762-6224,제주특별자치도 서귀포시 중앙로42번길 25,2022-03-31
서귀포시,구름빵,064-762-6277,제주특별자치도 서귀포시 동홍동로 27,2022-03-31
서귀포시,소나무집,064-762-6303,제주특별자치도 서귀포시 태평로 529-1,2022-03-31
서귀포시,맛드리분식,064-762-6376,제주특별자치도 서귀포시 서귀동 784-1,2022-03-31
서귀포시,짱구분식,064-762-6389,제주특별자치도 서귀포시 중동로48번길 3,2022-03-31
서귀포시,웅담식당,064-762-6442,제주특별자치도 서귀포시 중앙로59번길 5,2022-03-31
서귀포시,웅담식당,064-762-6442,제주특별자치도 서귀포시 중앙로59번길 5,2022-03-31
서귀포시,늘장터식당,064-762-6515,제주특별자치도 서귀포시 태평로526번길 5,2022-03-31
서귀포시,주식회사제이디파트너스/소유,064-762-6531,제주특별자치도 서귀포시 태평로431번길 3,2022-03-31
서귀포시,정다운들솥,064-762-6537,제주특별자치도 서귀포시 홍중로 9,2022-03-31
서귀포시,한나슈퍼,064-762-6558,제주특별자치도 서귀포시 동홍동 353-1,2022-03-31
서귀포시,동문당제과점,064-762-6592,제주특별자치도 서귀포시 서귀동 256-38,2022-03-31
서귀포시,경남식당,064-762-6600,제주특별자치도 서귀포시 중동로 74,2022-03-31
서귀포시,솔나무,064-762-6612,제주특별자치도 서귀포시 동홍로 108,2022-03-31
서귀포시,대원반점,064-762-6625,제주특별자치도 서귀포시 중동로32번길 9,2022-03-31
서귀포시,까불래기,064-762-6626,제주특별자치도 서귀포시 보목로 21-11,2022-03-31
서귀포시,믿음정육유통,064-762-6645,제주특별자치도 서귀포시 동홍중앙로90번길 4-5,2022-03-31
서귀포시,다슬이네칡냉면,064-762-6662,제주특별자치도 서귀포시 일주동로 8735,2022-03-31
서귀포시,365식당,064-762-6663,제주특별자치도 서귀포시 중정로91번길 53,2022-03-31
서귀포시,다락방식당,064-762-6796,제주특별자치도 서귀포시 서귀동 433,2022-03-31
서귀포시,제남마트,064-762-6915,제주특별자치도 서귀포시 중산간동로 7735,2022-03-31
서귀포시,딕시,064-762-7007,제주특별자치도 서귀포시 일주동로 8592,2022-03-31
서귀포시,실비식당,064-762-7032,제주특별자치도 서귀포시 동홍동 1539-5,2022-03-31
서귀포시,돌아온천지연본점,064-762-7073,제주특별자치도 서귀포시 태평로371번길 21,2022-03-31
서귀포시,민희종합제분소.민희기름집,064-762-7115,제주특별자치도 서귀포시 중앙로48번길 24-1,2022-03-31
서귀포시,바당아나고장어구이,064-762-7137,제주특별자치도 서귀포시 솔동산로22번길 16,2022-03-31
서귀포시,비비큐올리브치킨제주동홍점,064-762-7200,제주특별자치도 서귀포시 동홍동로26번길 6,2022-03-31
서귀포시,애릿내,064-762-7212,제주특별자치도 서귀포시 정방로 7-7,2022-03-31
서귀포시,다도해,064-762-7217,제주특별자치도 서귀포시 중앙로79번길 4,2022-03-31
서귀포시,빵하우스,064-762-7234,제주특별자치도 서귀포시 동홍동 645-3,2022-03-31
서귀포시,버들간이식당,064-762-7266,제주특별자치도 서귀포시 중앙로42번길 26,2022-03-31
서귀포시,쭈꾸쭈꾸쭈꾸미,064-762-7270,제주특별자치도 서귀포시 서귀동 416-2,2022-03-31
서귀포시,반석슈퍼,064-762-7428,제주특별자치도 서귀포시 중산간동로 7678,2022-03-31
서귀포시,선지왓숯불갈비,064-762-7442,제주특별자치도 서귀포시 토평남로48번길 15,2022-03-31
서귀포시,주식회사 서울인더스트리 에드워드립하우스,064-762-7478,제주특별자치도 서귀포시 동홍로 93,2022-03-31
서귀포시,양돈작목반식육점,064-762-7482,제주특별자치도 서귀포시 중앙로42번길 33-1,2022-03-31
서귀포시,천지연호치킨,064-762-7513,제주특별자치도 서귀포시 천지연로 38,2022-03-31
서귀포시,만복촌,064-762-7585,제주특별자치도 서귀포시 서문로 48,2022-03-31
서귀포시,남궁미락,064-762-7587,제주특별자치도 서귀포시 부두로 29,2022-03-31
서귀포시,남궁미락,064-762-7587,제주특별자치도 서귀포시 칠십리로 41,2022-03-31
서귀포시,남궁미락,064-762-7587,제주특별자치도 서귀포시 칠십리로 41,2022-03-31
서귀포시,피치랑 서귀포점,064-762-7623,제주특별자치도 서귀포시 동문로 56,2022-03-31
제주시,안자바,064-762-7631,제주특별자치도 제주시 인다3길 26,2022-03-31
서귀포시,야뜨리,064-762-7659,제주특별자치도 서귀포시 칠십리로 113,2022-03-31
서귀포시,정옥빵집,064-762-7667,제주특별자치도 서귀포시 중앙로48번길 18,2022-03-31
서귀포시,내입속의김밥,064-762-7724,제주특별자치도 서귀포시 동홍중앙로 29,2022-03-31
서귀포시,서귀포육가공,064-762-7737,제주특별자치도 서귀포시 토평서로11번길 150,2022-03-31
서귀포시,만부식당,064-762-7750,제주특별자치도 서귀포시 칠십리로 40-6,2022-03-31
서귀포시,하효통닭,064-762-7785,제주특별자치도 서귀포시 중정로73번길 4-1,2022-03-31
서귀포시,하효통닭치킨,064-762-7785,제주특별자치도 서귀포시 중정로73번길 4-1,2022-03-31
서귀포시,로로417,064-762-7787,제주특별자치도 서귀포시 태평로 417,2022-03-31
서귀포시,나원횟집,064-762-7878,제주특별자치도 서귀포시 동문동로 2,2022-03-31
서귀포시,금수정,064-762-7892,제주특별자치도 서귀포시 서귀동 513-4,2022-03-31
서귀포시,운산식당,064-762-7892,제주특별자치도 서귀포시 중앙로47번길 21,2022-03-31
서귀포시,메로식당,064-762-7899,제주특별자치도 서귀포시 중정로91번길 16,2022-03-31
서귀포시,통나무집,064-762-7931,제주특별자치도 서귀포시 서귀동 274-2,2022-03-31
서귀포시,수궁식당,064-762-7948,제주특별자치도 서귀포시 중정로5번길 19,2022-03-31
서귀포시,청송고기국수,064-762-7955,제주특별자치도 서귀포시 동홍로 8,2022-03-31
서귀포시,시민도야지,064-762-8005,제주특별자치도 서귀포시 색달중앙로 45,2022-03-31
서귀포시,현우네,064-762-8110,제주특별자치도 서귀포시 중앙로54번길 35,2022-03-31
서귀포시,싱싱통닭,064-762-8180,제주특별자치도 서귀포시 중앙로42번길 27,2022-03-31
서귀포시,모메든샤브샤브,064-762-8206,제주특별자치도 서귀포시 동홍북로 52,2022-03-31
서귀포시,맘스터치서귀중앙점,064-762-8299,제주특별자치도 서귀포시 중앙로 69,2022-03-31
서귀포시,볼고롱짬뽕,064-762-8333,제주특별자치도 서귀포시 중앙로 159-2,2022-03-31
서귀포시,쇼린마라탕오리목전문점,064-762-8334,제주특별자치도 서귀포시 중정로91번길 56,2022-03-31
서귀포시,아름이네분식,064-762-8369,제주특별자치도 서귀포시 동문로 69,2022-03-31
서귀포시,뚜레쥬르 서귀포서홍점,064-762-8484,제주특별자치도 서귀포시 중앙로 163,2022-03-31
서귀포시,서귀포올레칼초밥게판오분전,064-762-8522,제주특별자치도 서귀포시 중앙로54번길 35,2022-03-31
서귀포시,서귀포걸메도야지,064-762-8534,제주특별자치도 서귀포시 일주동로 8733,2022-03-31
서귀포시,제주흑돈세상수라간,064-762-8588,제주특별자치도 서귀포시 중산간동로 8051,2022-03-31
서귀포시,철따라어시장,064-762-8660,제주특별자치도 서귀포시 동홍남로 45,2022-03-31
서귀포시,통큰낙지 서귀포점,064-762-8790,제주특별자치도 서귀포시 이중섭로 11,2022-03-31
서귀포시,황소머리국밥,064-762-8801,제주특별자치도 서귀포시 동홍로 146,2022-03-31
서귀포시,이가네 일품해장국,064-762-8809,제주특별자치도 서귀포시 신효로 30,2022-03-31
서귀포시,뚱뚱이네족발.보쌈,064-762-8811,제주특별자치도 서귀포시 서귀동 253-11,2022-03-31
서귀포시,푸짐한밥상,064-762-8819,제주특별자치도 서귀포시 중앙로 111,2022-03-31
서귀포시,장수갈비,064-762-8828,제주특별자치도 서귀포시 솔동산로10번길 32-1,2022-03-31
서귀포시,장수갈비,064-762-8828,제주특별자치도 서귀포시 솔동산로10번길 32-1,2022-03-31
서귀포시,아는맛,064-762-8835,제주특별자치도 서귀포시 중산간동로 8045-8,2022-03-31
서귀포시,수우동,064-762-8840,제주특별자치도 서귀포시 쇠소깍로 186,2022-03-31
서귀포시,투하포,064-762-8881,제주특별자치도 서귀포시 이중섭로 11,2022-03-31
서귀포시,유가네닭갈비제주동홍점,064-762-8883,제주특별자치도 서귀포시 동홍동로 15,2022-03-31
서귀포시,서귀포시청역1호선갈비찜닭,064-762-8890,제주특별자치도 서귀포시 중앙로 108,2022-03-31
서귀포시,멜버른32(MELBOURNE32),064-762-8899,제주특별자치도 서귀포시 동부로 24,2022-03-31
서귀포시,오는정김밥,064-762-8927,제주특별자치도 서귀포시 동문동로 2,2022-03-31
서귀포시,어원초밥,064-762-8991,제주특별자치도 서귀포시 서귀동 416-2,2022-03-31
서귀포시,어원초밥,064-762-8991,제주특별자치도 서귀포시 서귀동 416-2,2022-03-31
서귀포시,일호정,064-762-8994,제주특별자치도 서귀포시 중앙로 85,2022-03-31
서귀포시,일호정식당,064-762-8994,제주특별자치도 서귀포시 중앙로 85,2022-03-31
서귀포시,서귀포토속촌,064-762-8998,제주특별자치도 서귀포시 태평로512번길 1-4,2022-03-31
서귀포시,구두미바당,064-762-8999,제주특별자치도 서귀포시 칠십리로 369,2022-03-31
서귀포시,이삭토스트서귀포광장점,064-762-9008,제주특별자치도 서귀포시 중앙로 92,2022-03-31
서귀포시,올레장터국수,064-762-9104,제주특별자치도 서귀포시 중정로61번길 23,2022-03-31
서귀포시,숟가락젓가락,064-762-9112,제주특별자치도 서귀포시 중앙로 21,2022-03-31
서귀포시,정초밥,064-762-9165,제주특별자치도 서귀포시 동홍로 6,2022-03-31
서귀포시,지장샘로13,064-762-9200,제주특별자치도 서귀포시 지장샘로 13,2022-03-31
서귀포시,벌집식당,064-762-9230,제주특별자치도 서귀포시 태평로 416,2022-03-31
서귀포시,대광장식당,064-762-9233,제주특별자치도 서귀포시 중앙로 79,2022-03-31
서귀포시,돈치킨,064-762-9279,제주특별자치도 서귀포시 중앙로47번길 6,2022-03-31
서귀포시,더 꼬치다 서귀포점,064-762-9282,제주특별자치도 서귀포시 태평로 506,2022-03-31
서귀포시,쎈얼큰이,064-762-9288,제주특별자치도 서귀포시 중정로91번길 44,2022-03-31
서귀포시,열열이얼큰이&크리스피치킨,064-762-9299,제주특별자치도 서귀포시 동문동로 33,2022-03-31
서귀포시,나눔한식,064-762-9386,제주특별자치도 서귀포시 일주동로 8767,2022-03-31
서귀포시,복희네,064-762-9462,제주특별자치도 서귀포시 중앙로117번길 7-1,2022-03-31
서귀포시,성읍슈퍼,064-762-9559,제주특별자치도 서귀포시 동문동로 30,2022-03-31
서귀포시,현이네국밥,064-762-9595,제주특별자치도 서귀포시 칠십리로 77,2022-03-31
서귀포시,시장골목순대,064-762-9599,제주특별자치도 서귀포시 동문로 12,2022-03-31
서귀포시,김명자굴국밥서귀포점,064-762-9779,제주특별자치도 서귀포시 동홍남로 28,2022-03-31
서귀포시,테성흑돈,064-762-9848,제주특별자치도 서귀포시 칠십리로 47,2022-03-31
서귀포시,정이가네,064-762-9868,제주특별자치도 서귀포시 일주동로 8542,2022-03-31
서귀포시,상희네돈숯불구이,064-762-9888,제주특별자치도 서귀포시 칠십리로 289,2022-03-31
서귀포시,맛있수다,064-762-9898,제주특별자치도 서귀포시 예래로 50,2022-03-31
서귀포시,행진,064-763-0009,제주특별자치도 서귀포시 중앙로48번길 35,2022-03-31
서귀포시,부두회수산,064-763-0018,제주특별자치도 서귀포시 칠십리로 94,2022-03-31
서귀포시,금미대만대왕카스테라,064-763-0049,제주특별자치도 서귀포시 중정로 56,2022-03-31
서귀포시,섬돈까스,064-763-0061,제주특별자치도 서귀포시 이어도로 1052,2022-03-31
서귀포시,올레사방팔방,064-763-0066,제주특별자치도 서귀포시 중정로61번길 26,2022-03-31
서귀포시,중화요리 궁,064-763-0082,제주특별자치도 서귀포시 중앙로 224,2022-03-31
서귀포시,달인회센타,064-763-0089,제주특별자치도 서귀포시 중정로73번길 22,2022-03-31
서귀포시,산아래,064-763-0092,제주특별자치도 서귀포시 중앙로79번길 3,2022-03-31
서귀포시,한국마트,064-763-0120,제주특별자치도 서귀포시 서귀동 354,2022-03-31
서귀포시,말자네,064-763-0158,제주특별자치도 서귀포시 효돈로 158,2022-03-31
서귀포시,김치찜할래 삼겹살할래 ,064-763-0186,제주특별자치도 서귀포시 태평로 487,2022-03-31
서귀포시,남양정수축산유통.식육점,064-763-0213,제주특별자치도 서귀포시 동홍로 78,2022-03-31
서귀포시,장원흑돈별,064-763-0302,제주특별자치도 서귀포시 명동로 1-1,2022-03-31
서귀포시,토르토니서귀포점,064-763-0331,제주특별자치도 서귀포시 중앙로 81,2022-03-31
서귀포시,가배미,064-763-0375,제주특별자치도 서귀포시 동홍로 298,2022-03-31
서귀포시,천짓골식당,064-763-0399,제주특별자치도 서귀포시 중앙로41번길 4,2022-03-31
서귀포시,드숑,064-763-0444,제주특별자치도 서귀포시 동홍남로 37,2022-03-31
서귀포시,코넬리아광장점,064-763-0445,제주특별자치도 서귀포시 중앙로89번길 12,2022-03-31
서귀포시,뒷빌레식당,064-763-0457,제주특별자치도 서귀포시 토평로 75,2022-03-31
서귀포시,해돋이,064-763-0505,제주특별자치도 서귀포시 서홍로 117,2022-03-31
서귀포시,섭지코지맛있는밥상,064-763-0510,제주특별자치도 서귀포시 성산읍 섭지코지로26번길 6,2022-03-31
서귀포시,서귀포닭해장국,064-763-0510,제주특별자치도 서귀포시 홍중로 25,2022-03-31
서귀포시,소림타운 서귀포점,064-763-0513,제주특별자치도 서귀포시 흙담솔로 15,2022-03-31
서귀포시,제주축산,064-763-0543,제주특별자치도 서귀포시 중정로61번길 6,2022-03-31
서귀포시,삼다갈비삼겹살,064-763-0668,제주특별자치도 서귀포시 명동로 43,2022-03-31
서귀포시,삼다숯불갈비,064-763-0668,제주특별자치도 서귀포시 명동로 43,2022-03-31
서귀포시,김밥천국,064-763-0709,제주특별자치도 서귀포시 동홍남로 69,2022-03-31
서귀포시,애월연어서귀포점,064-763-0711,제주특별자치도 서귀포시 홍중로27번길 4,2022-03-31
서귀포시,수봉숯불갈비,064-763-0730,제주특별자치도 서귀포시 일주동로 8720,2022-03-31
서귀포시,동홍마트,064-763-0733,제주특별자치도 서귀포시 문부로 27-8,2022-03-31
서귀포시,낫쇼쿠하루,064-763-0767,제주특별자치도 서귀포시 서문로29번길 14,2022-03-31
서귀포시,코바코서귀포점,064-763-0774,제주특별자치도 서귀포시 서귀동 406-4,2022-03-31
서귀포시,간이역,064-763-0792,제주특별자치도 서귀포시 동문동로 35,2022-03-31
서귀포시,명가,064-763-0844,제주특별자치도 서귀포시 중앙로62번길 36,2022-03-31
서귀포시,동원참치,064-763-0918,제주특별자치도 서귀포시 동홍로8번길 8-1,2022-03-31
서귀포시,소꿉놀이,064-763-0965,제주특별자치도 서귀포시 토평서로11번길 150,2022-03-31
서귀포시,겹겹의 의도,064-763-0990,제주특별자치도 서귀포시 홍중로27번길 4,2022-03-31
서귀포시,탐나식당,064-763-1003,제주특별자치도 서귀포시 중앙로 196,2022-03-31
서귀포시,리체클럽주식회사/쉼터,064-763-1003,제주특별자치도 서귀포시 칠십리로285번길 19,2022-03-31
서귀포시,제주해풍횟집,064-763-1008,제주특별자치도 서귀포시 칠십리로 41,2022-03-31
서귀포시,꾸러기,064-763-1024,제주특별자치도 서귀포시 동문로 70,2022-03-31
서귀포시,대도식당,064-763-1033,제주특별자치도 서귀포시 솔동산로22번길 18,2022-03-31
서귀포시,대명슈퍼,064-763-1055,제주특별자치도 서귀포시 태평로 440,2022-03-31
서귀포시,앤티앤스프레즐제주서귀포점,064-763-1110,제주특별자치도 서귀포시 동문로 70,2022-03-31
서귀포시,서귀포 김밥,064-763-1112,제주특별자치도 서귀포시 일주동로 8676,2022-03-31
서귀포시,원스빌치킨,064-763-1117,제주특별자치도 서귀포시 동홍중앙로90번길 4-6,2022-03-31
서귀포시,지금.여기,064-763-1117,제주특별자치도 서귀포시 중앙로89번길 14,2022-03-31
서귀포시,부자마을,064-763-1161,제주특별자치도 서귀포시 천지로 23,2022-03-31
서귀포시,서귀포고향순대,064-763-1161,제주특별자치도 서귀포시 천지로 23,2022-03-31
서귀포시,토평청운식당,064-763-1178,제주특별자치도 서귀포시 토평중로 27,2022-03-31
서귀포시,영구식육점,064-763-1182,제주특별자치도 서귀포시 동홍동 353-1,2022-03-31
서귀포시,어판장,064-763-1189,제주특별자치도 서귀포시 칠십리로 53,2022-03-31
서귀포시,신사,064-763-1217,제주특별자치도 서귀포시 중앙로62번길 23,2022-03-31
서귀포시,힐링타운 레스토랑/주식회사 힐링타운,064-763-1300,제주특별자치도 서귀포시 솔오름로105번길 24,2022-03-31
서귀포시,아랑회초밥,064-763-1333,제주특별자치도 서귀포시 중앙로71번길 8,2022-03-31
서귀포시,만족한상회,064-763-1388,제주특별자치도 서귀포시 중문상로 58-5,2022-03-31
서귀포시,양평해장국,064-763-1400,제주특별자치도 서귀포시 칠십리로 61,2022-03-31
서귀포시,파리바게뜨서귀포1호광장점,064-763-1582,제주특별자치도 서귀포시 중앙로 91,2022-03-31
서귀포시,스마일찰진꽈배기,064-763-1700,제주특별자치도 서귀포시 중앙로 82,2022-03-31
서귀포시,진국옹기설렁탕,064-763-1750,제주특별자치도 서귀포시 중앙로79번길 12,2022-03-31
서귀포시,신용참숯갈비,064-763-1771,제주특별자치도 서귀포시 동홍동 183-5,2022-03-31
서귀포시,옴시롱감시롱식당,064-763-1772,제주특별자치도 서귀포시 동홍남로 16,2022-03-31
서귀포시,작은성,064-763-1785,제주특별자치도 서귀포시 중앙로 198-26,2022-03-31
서귀포시,장작불식당,064-763-1810,제주특별자치도 서귀포시 동홍로8번길 15,2022-03-31
서귀포시,화풍정,064-763-1888,제주특별자치도 서귀포시 서귀동 688-5,2022-03-31
서귀포시,짱아찌김밥,064-763-1985,제주특별자치도 서귀포시 홍중동로 4-5,2022-03-31
서귀포시,토평해뜨는집,064-763-2001,제주특별자치도 서귀포시 토평동 1244-2,2022-03-31
서귀포시,도가촌,064-763-2009,제주특별자치도 서귀포시 동홍동로 39,2022-03-31
서귀포시,흑돼지자투리구이식당,064-763-2202,제주특별자치도 서귀포시 천지로 42,2022-03-31
서귀포시,우아랑,064-763-2211,제주특별자치도 서귀포시 천지로 34,2022-03-31
서귀포시,참전복죽,064-763-2220,제주특별자치도 서귀포시 칠십리로 426-1,2022-03-31
서귀포시,나운터횟집,064-763-2237,제주특별자치도 서귀포시 칠십리로 424,2022-03-31
서귀포시,윤가우동 서귀동점,064-763-2255,제주특별자치도 서귀포시 태평로 381,2022-03-31
서귀포시,제주명가두루치기,064-763-2272,제주특별자치도 서귀포시 태평로 495,2022-03-31
서귀포시,하루세끼/(유)다올,064-763-2299,제주특별자치도 서귀포시 색달중앙로 38,2022-03-31
서귀포시,사마(SAMA),064-763-2343,제주특별자치도 서귀포시 일주동로 8720,2022-03-31
서귀포시,흑돈황태해장국,064-763-2393,제주특별자치도 서귀포시 부두로 41,2022-03-31
서귀포시,안거리밖거리,064-763-2552,제주특별자치도 서귀포시 솔동산로 6-1,2022-03-31
서귀포시,메치카불라,064-763-2552,제주특별자치도 서귀포시 솔동산로 7,2022-03-31
서귀포시,한스델리 제주서귀포점,064-763-2580,제주특별자치도 서귀포시 중앙로42번길 7,2022-03-31
서귀포시,한스델리서귀포점,064-763-2580,제주특별자치도 서귀포시 중앙로42번길 7,2022-03-31
서귀포시,소바마사,064-763-2592,제주특별자치도 서귀포시 중앙로 81,2022-03-31
서귀포시,제주섬 신룽푸마라탕 서귀포점,064-763-2688,제주특별자치도 서귀포시 중앙로 35,2022-03-31
서귀포시,김대감,064-763-2777,제주특별자치도 서귀포시 동홍중앙로 67,2022-03-31
서귀포시,한길정,064-763-2816,제주특별자치도 서귀포시 중산간동로 8128-6,2022-03-31
서귀포시,천지연탐라조림,064-763-2857,제주특별자치도 서귀포시 남성중로 2-11,2022-03-31
서귀포시,돌하루방국수,064-763-2858,제주특별자치도 서귀포시 남성중로 2-11,2022-03-31
서귀포시,어멍뚝배기,064-763-2871,제주특별자치도 서귀포시 부두로 35,2022-03-31
서귀포시,원꼬치,064-763-2923,제주특별자치도 서귀포시 중정로73번길 9,2022-03-31
서귀포시,장수애섬식당,064-763-2999,제주특별자치도 서귀포시 솔동산로 30,2022-03-31
서귀포시,금커피별빙수 서귀포점,064-763-3019,제주특별자치도 서귀포시 천지로 6,2022-03-31
서귀포시,신나라,064-763-3019,제주특별자치도 서귀포시 천지로 6,2022-03-31
서귀포시,신영음식점,064-763-3022,제주특별자치도 서귀포시 중앙로71번길 4,2022-03-31
서귀포시,죽이야기서귀포점,064-763-3040,제주특별자치도 서귀포시 중앙로71번길 7,2022-03-31
서귀포시,김금호달인횟집,064-763-3070,제주특별자치도 서귀포시 명동로29,2022-03-31
서귀포시,신신식육식당,064-763-3131,제주특별자치도 서귀포시 태평로353번길 10,2022-03-31
서귀포시,천지연휴게소,064-763-3207,제주특별자치도 서귀포시 서귀동 798-1,2022-03-31
서귀포시,동서순대,064-763-3330,제주특별자치도 서귀포시 중앙로101번길 20,2022-03-31
서귀포시,제주손칼국수냉면전문점,064-763-3331,제주특별자치도 서귀포시 일주동로 8599,2022-03-31
서귀포시,하논미가식당,064-763-3342,제주특별자치도 서귀포시 서홍로 43,2022-03-31
서귀포시,원두막,064-763-3355,제주특별자치도 서귀포시 중정로91번길 30,2022-03-31
서귀포시,놀멍쉬멍고르멍,064-763-3420,제주특별자치도 서귀포시 현청로 51,2022-03-31
서귀포시,오복떡방앗간,064-763-3461,제주특별자치도 서귀포시 중앙로48번길 29,2022-03-31
서귀포시,치킨나라서홍점,064-763-3478,제주특별자치도 서귀포시 홍중로 8,2022-03-31
서귀포시,어머나,064-763-3592,제주특별자치도 서귀포시 동문로 48,2022-03-31
서귀포시,시장냉면,064-763-3693,제주특별자치도 서귀포시 중앙로48번길 17-1,2022-03-31
서귀포시,종명식당. 종명식육점,064-763-3707,제주특별자치도 서귀포시 중앙로89번길 12,2022-03-31
서귀포시,종명식당.종명식육점,064-763-3707,제주특별자치도 서귀포시 중앙로89번길 12,2022-03-31
서귀포시,맛있는집,064-763-3760,제주특별자치도 서귀포시 중앙로 110,2022-03-31
서귀포시,소백산맥더블핸스테이크,064-763-3776,제주특별자치도 서귀포시 중정로91번길 26-1,2022-03-31
서귀포시,토크쇼동문점,064-763-3790,제주특별자치도 서귀포시 동문로 65,2022-03-31
제주시,민속감자탕,064-763-3806,제주특별자치도 제주시 신대로 72,2022-03-31
서귀포시,짬뽕한사발,064-763-3820,제주특별자치도 서귀포시 솜반천로 16,2022-03-31
서귀포시,뽕끄랑,064-763-3930,제주특별자치도 서귀포시 남성로138번길 1,2022-03-31
서귀포시,백패커스홈,064-763-4000,제주특별자치도 서귀포시 중정로 24-7,2022-03-31
서귀포시,피자에땅,064-763-4007,제주특별자치도 서귀포시 일주동로 8654,2022-03-31
서귀포시,매니아,064-763-4055,제주특별자치도 서귀포시 장수로 97,2022-03-31
서귀포시,중앙복돼지,064-763-4070,제주특별자치도 서귀포시 중앙로48번길 35,2022-03-31
서귀포시,아뎅,064-763-4259,제주특별자치도 서귀포시 중앙로71번길 12,2022-03-31
서귀포시,메종스시,064-763-4325,제주특별자치도 서귀포시 동홍남로 31,2022-03-31
서귀포시,꽃길,064-763-4338,제주특별자치도 서귀포시 중앙로72번길 4,2022-03-31
서귀포시,조마루뼈다귀 서귀포점,064-763-4417,제주특별자치도 서귀포시 동홍동로 13,2022-03-31
서귀포시,황금어장,064-763-4418,제주특별자치도 서귀포시 중앙로48번길 14,2022-03-31
서귀포시,장수촌,064-763-4440,제주특별자치도 서귀포시 태평로371번길 3,2022-03-31
서귀포시,네네치킨서귀포1호점,064-763-4492,제주특별자치도 서귀포시 일주동로 8600,2022-03-31
서귀포시,동문장수해장국,064-763-4520,제주특별자치도 서귀포시 동홍로 46-5,2022-03-31
서귀포시,(주)플러스마트,064-763-4980,제주특별자치도 서귀포시 중산간동로 7806,2022-03-31
서귀포시,손두부집,064-763-5031,제주특별자치도 서귀포시 중정로5번길 17,2022-03-31
서귀포시,태양이머무는집,064-763-5056,제주특별자치도 서귀포시 일주동로 8543,2022-03-31
서귀포시,전원일기동광점,064-763-5060,제주특별자치도 서귀포시 안덕면 한창로 602,2022-03-31
서귀포시,난타5000일호광장점,064-763-5092,제주특별자치도 서귀포시 동홍동 1546-1,2022-03-31
서귀포시,서귀포농업협동조합 홍로지점,064-763-5102,제주특별자치도 서귀포시 중앙로 193,2022-03-31
서귀포시,봉수네식당,064-763-5164,제주특별자치도 서귀포시 태평로 392-1,2022-03-31
서귀포시,싱글벙글슈퍼,064-763-5265,제주특별자치도 서귀포시 천지로 8,2022-03-31
서귀포시,서홍마트,064-763-5280,제주특별자치도 서귀포시 홍중로 52,2022-03-31
서귀포시,폭포수,064-763-5311,제주특별자치도 서귀포시 토평공단로 33,2022-03-31
서귀포시,달맞지,064-763-5331,제주특별자치도 서귀포시 명동로 53,2022-03-31
서귀포시,풍전가든,064-763-5353,제주특별자치도 서귀포시 동홍남로 24-1,2022-03-31
서귀포시,다미야 서귀포점,064-763-5382,제주특별자치도 서귀포시 홍중로 23,2022-03-31
서귀포시,왕호랑이막창,064-763-5392,제주특별자치도 서귀포시 동홍남로 52,2022-03-31
서귀포시,소린이네회,064-763-5527,제주특별자치도 서귀포시 중정로61번길 22,2022-03-31
서귀포시,매일통닭,064-763-5533,제주특별자치도 서귀포시 중앙로54번길 35,2022-03-31
서귀포시,마블링,064-763-5559,제주특별자치도 서귀포시 서홍로 160,2022-03-31
서귀포시,우진사골해장국,064-763-5776,제주특별자치도 서귀포시 일주동로 8606,2022-03-31
서귀포시,송정미향,064-763-5776,제주특별자치도 서귀포시 칠십리로 139,2022-03-31
서귀포시,주공방앗간,064-763-5799,제주특별자치도 서귀포시 동홍동 355-5,2022-03-31
